_input_row,candidate_formula,prototype_id,substitution,wyckoff_letter,central_site_index,central_species,central_frac_coords,neighbor_counts_pattern,neighbor_nspecies_pattern,n_detected_shells,shell1_count,shell1_nspecies,shell1_species,shell1_distances_A,shell2_count,shell2_nspecies,shell2_species,shell2_distances_A,shell3_count,shell3_nspecies,shell3_species,shell3_distances_A,shell4_count,shell4_nspecies,shell4_species,shell4_distances_A
18,,,,,1,Fe,"1.000000,0.494827,0.983680",1|14|2|10,1|4|1|2,4,1,1,Ni,0.0578,14,4,"Co,Cu,Nb,Ni",1.7249;1.7249;1.7721;1.7721;1.8243;1.8243;1.8437;1.8437;1.8449;1.8449;1.8777;1.8777;1.9128;1.9128,2,1,Nb,2.0757;2.0757,10,2,"Co,Ni",2.4209;2.4209;2.5156;2.5156;2.5283;2.5283;2.5283;2.5766;2.5766;2.5766
18,,,,,2,Fe,"2.000000,0.007557,0.746246",1|16|19|2,1|4|5|1,4,1,1,Co,0.0788,16,4,"Co,Fe,Nb,Ni",1.7070;1.7070;1.7080;1.7080;1.7694;1.7694;1.7785;1.7785;1.8049;1.8049;1.8705;1.8705;1.8955;1.8955;1.9662;1.9662,19,5,"Co,Cu,Fe,Nb,Ni",2.4581;2.4581;2.4684;2.4684;2.4921;2.4921;2.4921;2.5372;2.5372;2.5584;2.5584;2.6049;2.6049;2.6139;2.6139;2.6139;2.6169;2.6169;2.6169,2,1,Cu,3.5317;3.5317
18,,,,,3,Fe,"3.000000,0.241599,0.503391",1|16|17|6,1|5|4|2,4,1,1,Nb,0.1398,16,5,"Co,Cu,Fe,Nb,Ni",1.7583;1.7583;1.7866;1.7866;1.8338;1.8338;1.8793;1.8793;1.9090;1.9090;1.9092;1.9092;1.9193;1.9193;1.9776;1.9776,17,4,"Co,Cu,Fe,Nb",2.4844;2.4844;2.4844;2.4921;2.4921;2.4921;2.5253;2.5253;2.5253;2.5258;2.5258;2.5258;2.5733;2.5733;2.6320;2.6320;2.6320,6,2,"Nb,Ni",2.7411;2.7411;2.7411;2.8198;2.8198;2.8198
18,,,,,4,Fe,"4.000000,0.251373,0.258131",1|4|10|2,1|2|4|1,4,1,1,Fe,0.1268,4,2,"Cu,Nb",1.6465;1.6465;1.7322;1.7322,10,4,"Co,Cu,Fe,Nb",1.8338;1.8338;1.9096;1.9096;1.9308;1.9308;1.9529;1.9529;1.9728;1.9728,2,1,Nb,2.1278;2.1278
18,,,,,5,Fe,"5.000000,0.237672,0.248030",1|2|8|6,1|1|4|1,4,1,1,Fe,0.1268,2,1,Cu,1.6267;1.6267,8,4,"Co,Cu,Fe,Nb",1.7509;1.7509;1.8080;1.8080;1.9003;1.9003;1.9092;1.9092,6,1,Nb,2.0270;2.0270;2.0319;2.0319;2.0525;2.0525
18,,,,,6,Ni,"6.000000,0.501571,0.987541",1|14|2|7,1|4|1|1,4,1,1,Fe,0.0578,14,4,"Co,Cu,Nb,Ni",1.7515;1.7515;1.7965;1.7965;1.8211;1.8211;1.8456;1.8456;1.8618;1.8618;1.8754;1.8754;1.8757;1.8757,2,1,Nb,2.0507;2.0507,7,1,Co,2.4770;2.4770;2.4983;2.4983;2.5136;2.5136;2.5136
18,,,,,7,Ni,"7.000000,0.999755,0.518079",1|12|4|22,1|4|1|5,4,1,1,Nb,0.0927,12,4,"Co,Cu,Fe,Nb",1.6794;1.6794;1.7070;1.7070;1.7866;1.7866;1.8470;1.8470;1.8554;1.8554;1.8634;1.8634,4,1,Cu,1.9768;1.9768;2.0660;2.0660,22,5,"Co,Cu,Fe,Nb,Ni",2.4983;2.4983;2.5066;2.5066;2.5066;2.5442;2.5442;2.5570;2.5570;2.5570;2.6509;2.6509;2.6509;2.6610;2.6610;2.6610;2.6731;2.6731;2.6731;2.7335;2.7335;2.7335
18,,,,,8,Ni,"8.000000,0.500141,0.510994",1|2|12|2,1|1|5|1,4,1,1,Cu,0.0753,2,1,Cu,1.6931;1.6931,12,5,"Co,Cu,Fe,Nb,Ni",1.8135;1.8135;1.8286;1.8286;1.8371;1.8371;1.8406;1.8406;1.8810;1.8810;1.9090;1.9090,2,1,Nb,2.0702;2.0702
18,,,,,9,Ni,"9.000000,0.510855,0.753281",1|16|17|3,1|4|4|1,4,1,1,Cu,0.2187,16,4,"Co,Cu,Fe,Ni",1.6990;1.6990;1.7249;1.7249;1.7515;1.7515;1.7715;1.7715;1.7774;1.7774;1.8135;1.8135;1.8466;1.8466;1.9133;1.9133,17,4,"Co,Cu,Nb,Ni",2.3907;2.3907;2.4162;2.4162;2.5132;2.5132;2.5132;2.5310;2.5310;2.5502;2.5502;2.5502;2.5962;2.5962;2.5962;2.6069;2.6069,3,1,Fe,2.7411;2.7411;2.7411
18,,,,,10,Ni,"10.000000,0.753775,0.993484",1|14|2|24,1|5|1|5,4,1,1,Nb,0.1728,14,5,"Co,Cu,Fe,Nb,Ni",1.7552;1.7552;1.8063;1.8063;1.8541;1.8541;1.8618;1.8618;1.8672;1.8672;1.8985;1.8985;1.9128;1.9128,2,1,Nb,2.1275;2.1275,24,5,"Co,Cu,Fe,Nb,Ni",2.5190;2.5190;2.5190;2.5502;2.5502;2.5502;2.5835;2.5835;2.5835;2.6169;2.6169;2.6169;2.6387;2.6387;2.6387;2.7035;2.7035;2.7035;2.7648;2.7648;2.7648;2.8555;2.8555;2.8555
18,,,,,11,Ni,"11.000000,0.252140,0.738305",1|16|20|8,1|5|4|2,4,1,1,Co,0.1695,16,5,"Co,Cu,Fe,Nb,Ni",1.6361;1.6361;1.7272;1.7272;1.7579;1.7579;1.7583;1.7583;1.8049;1.8049;1.8787;1.8787;1.9127;1.9127;1.9133;1.9133,20,4,"Cu,Fe,Nb,Ni",2.4838;2.4838;2.4983;2.4983;2.5108;2.5108;2.5650;2.5650;2.5663;2.5663;2.5663;2.5766;2.5766;2.5766;2.6025;2.6025;2.6025;2.6324;2.6324;2.6324,8,2,"Co,Fe",3.5890;3.5890;3.6086;3.6086;3.6671;3.6671;3.6842;3.6842
18,,,,,12,Co,"12.000000,0.997508,0.742780",1|4|12|16,1|2|4|5,4,1,1,Fe,0.0788,4,2,"Nb,Ni",1.6764;1.6764;1.6794;1.6794,12,4,"Co,Fe,Nb,Ni",1.7948;1.7948;1.8065;1.8065;1.8227;1.8227;1.8787;1.8787;1.8919;1.8919;1.9463;1.9463,16,5,"Co,Cu,Fe,Nb,Ni",2.4638;2.4638;2.4951;2.4951;2.5205;2.5205;2.5253;2.5253;2.5253;2.5327;2.5327;2.5405;2.5405;2.5835;2.5835;2.5835
18,,,,,13,Co,"13.000000,0.254775,0.994174",1|16|22|8,1|4|5|3,4,1,1,Nb,0.1631,16,4,"Co,Fe,Nb,Ni",1.7556;1.7556;1.7721;1.7721;1.8211;1.8211;1.8322;1.8322;1.8938;1.8938;1.9003;1.9003;1.9127;1.9127;1.9728;1.9728,22,5,"Co,Cu,Fe,Nb,Ni",2.5362;2.5362;2.5362;2.5564;2.5564;2.5826;2.5826;2.5962;2.5962;2.5962;2.6139;2.6139;2.6139;2.6260;2.6260;2.6260;2.6849;2.6849;2.6849;2.7251;2.7251;2.7251,8,3,"Fe,Nb,Ni",3.5489;3.5489;3.6169;3.6169;3.6706;3.6706;3.6817;3.6817
18,,,,,14,Co,"14.000000,0.747269,0.527110",1|14|2|8,1|4|1|4,4,1,1,Cu,0.1217,14,4,"Co,Cu,Nb,Ni",1.6352;1.6352;1.7315;1.7315;1.7595;1.7595;1.7708;1.7708;1.8286;1.8286;1.8634;1.8634;1.8670;1.8670,2,1,Cu,2.0899;2.0899,8,4,"Co,Cu,Fe,Ni",2.4162;2.4162;2.4638;2.4638;2.4723;2.4723;2.5372;2.5372
18,,,,,15,Co,"15.000000,0.750827,0.758706",1|2|14|20,1|1|4|4,4,1,1,Co,0.1205,2,1,Nb,1.5962;1.5962,14,4,"Co,Cu,Fe,Ni",1.7315;1.7315;1.7552;1.7552;1.7715;1.7715;1.8227;1.8227;1.8518;1.8518;1.8955;1.8955;1.9605;1.9605,20,4,"Cu,Fe,Nb,Ni",2.4881;2.4881;2.4881;2.4922;2.4922;2.4983;2.4983;2.5156;2.5156;2.5444;2.5444;2.5570;2.5570;2.5570;2.5594;2.5594;2.5594;2.6308;2.6308;2.6308
18,,,,,16,Co,"16.000000,0.260590,0.759300",1|16|19|8,1|5|4|2,4,1,1,Ni,0.1695,16,5,"Co,Cu,Fe,Nb,Ni",1.6027;1.6027;1.6713;1.6713;1.7556;1.7556;1.7950;1.7950;1.8466;1.8466;1.8705;1.8705;1.9193;1.9193;1.9463;1.9463,19,4,"Cu,Fe,Nb,Ni",2.4209;2.4209;2.4770;2.4770;2.5034;2.5034;2.5427;2.5427;2.5494;2.5494;2.5494;2.5720;2.5720;2.5720;2.6509;2.6509;2.6509;2.7158;2.7158,8,2,"Co,Fe",3.5455;3.5455;3.6171;3.6171;3.6550;3.6550;3.7283;3.7283
18,,,,,17,Co,"17.000000,0.741078,0.745870",1|16|21|6,1|5|4|3,4,1,1,Co,0.1205,16,5,"Co,Cu,Fe,Nb,Ni",1.6352;1.6352;1.6925;1.6925;1.6990;1.6990;1.7562;1.7562;1.8541;1.8541;1.8821;1.8821;1.8919;1.8919;1.9662;1.9662,21,4,"Cu,Fe,Nb,Ni",2.4399;2.4399;2.4399;2.4724;2.4724;2.5115;2.5115;2.5115;2.5136;2.5136;2.5136;2.5283;2.5283;2.5283;2.5442;2.5442;2.6108;2.6108;2.6108;2.6627;2.6627,6,3,"Co,Nb,Ni",3.5014;3.5014;3.5455;3.5455;3.6086;3.6086
18,,,,,18,Cu,"18.000000,0.509214,0.515507",1|8|6|2,1|3|2|1,4,1,1,Ni,0.0753,8,3,"Co,Cu,Ni",1.6642;1.6642;1.7595;1.7595;1.7736;1.7736;1.7774;1.7774,6,2,"Fe,Nb",1.9035;1.9035;1.9230;1.9230;1.9776;1.9776,2,1,Nb,2.1029;2.1029
18,,,,,19,Cu,"19.000000,0.992639,0.253761",1|6|10|24,1|3|3|5,4,1,1,Cu,0.2015,6,3,"Cu,Fe,Nb",1.6849;1.6849;1.7664;1.7664;1.8080;1.8080,10,3,"Fe,Nb,Ni",1.9096;1.9096;1.9768;1.9768;1.9812;1.9812;2.0163;2.0163;2.0245;2.0245,24,5,"Co,Cu,Fe,Nb,Ni",2.6151;2.6151;2.6151;2.6320;2.6320;2.6320;2.6387;2.6387;2.6387;2.7155;2.7155;2.7155;2.7251;2.7251;2.7251;2.7680;2.7680;2.7680;2.8021;2.8021;2.8021;2.8025;2.8025;2.8025
18,,,,,20,Cu,"20.000000,0.017344,0.242024",1|2|2|8,1|1|1|3,4,1,1,Cu,0.2015,2,1,Fe,1.6267;1.6267,2,1,Fe,1.7322;1.7322,8,3,"Cu,Fe,Nb",1.8758;1.8758;1.9294;1.9294;1.9432;1.9432;1.9476;1.9476
18,,,,,21,Cu,"21.000000,0.486235,0.737242",1|8|8|16,1|3|3|4,4,1,1,Ni,0.2187,8,3,"Co,Cu,Ni",1.6642;1.6642;1.6713;1.6713;1.6931;1.6931;1.7272;1.7272,8,3,"Co,Fe,Ni",1.8437;1.8437;1.8754;1.8754;1.8821;1.8821;1.9605;1.9605,16,4,"Co,Cu,Fe,Nb",2.3911;2.3911;2.4723;2.4723;2.4789;2.4789;2.4789;2.5258;2.5258;2.5258;2.5564;2.5564;2.5626;2.5626;2.6064;2.6064
18,,,,,22,Cu,"22.000000,0.749600,0.510963",1|14|2|12,1|4|1|4,4,1,1,Co,0.1217,14,4,"Co,Cu,Nb,Ni",1.7456;1.7456;1.7547;1.7547;1.7562;1.7562;1.7736;1.7736;1.8406;1.8406;1.8470;1.8470;1.8518;1.8518,2,1,Cu,1.9691;1.9691,12,4,"Co,Cu,Fe,Ni",2.5132;2.5132;2.5132;2.5327;2.5327;2.5626;2.5626;2.6049;2.6049;2.6151;2.6151;2.6151
18,,,,,23,Cu,"23.000000,0.753384,0.247499",1|4|12|24,1|2|4|4,4,1,1,Nb,0.2437,4,2,"Cu,Nb",1.7664;1.7664;1.7835;1.7835,12,4,"Co,Cu,Nb,Ni",1.8985;1.8985;1.9476;1.9476;1.9691;1.9691;2.0589;2.0589;2.0592;2.0592;2.0899;2.0899,24,4,"Cu,Fe,Nb,Ni",2.6657;2.6657;2.6657;2.6764;2.6764;2.6764;2.6800;2.6800;2.6800;2.7000;2.7000;2.7000;2.7004;2.7004;2.7004;2.7024;2.7024;2.7024;2.7335;2.7335;2.7335;2.7580;2.7580;2.7580
18,,,,,24,Nb,"24.000000,0.987209,0.518831",1|8|8|10,1|3|3|3,4,1,1,Ni,0.0927,8,3,"Co,Cu,Fe",1.6764;1.6764;1.7080;1.7080;1.7547;1.7547;1.7708;1.7708,8,3,"Cu,Fe,Nb",1.8793;1.8793;1.9479;1.9479;1.9812;1.9812;2.0785;2.0785,10,3,"Co,Nb,Ni",2.4471;2.4471;2.4471;2.4724;2.4724;2.4881;2.4881;2.4881;2.5650;2.5650
18,,,,,25,Nb,"25.000000,0.006765,0.984209",1|16|20|4,1|5|5|2,4,1,1,Fe,0.0621,16,5,"Co,Cu,Fe,Nb,Ni",1.7785;1.7785;1.7801;1.7801;1.8065;1.8065;1.8322;1.8322;1.8672;1.8672;1.9294;1.9294;1.9364;1.9364;2.0163;2.0163,20,5,"Co,Cu,Fe,Nb,Ni",2.5034;2.5034;2.5444;2.5444;2.5663;2.5663;2.5663;2.6195;2.6195;2.6195;2.6627;2.6627;2.7000;2.7000;2.7000;2.7435;2.7435;2.7435;2.8117;2.8117,4,2,"Nb,Ni",3.4829;3.4829;3.4849;3.4849
18,,,,,26,Nb,"26.000000,0.512186,0.234141",1|16|22|8,1|4|5|2,4,1,1,Nb,0.3408,16,4,"Cu,Fe,Nb,Ni",1.7835;1.7835;1.8456;1.8456;1.8777;1.8777;1.8994;1.8994;1.9308;1.9308;2.0270;2.0270;2.0702;2.0702;2.1029;2.1029,22,5,"Co,Cu,Fe,Nb,Ni",2.5190;2.5190;2.5190;2.5893;2.5893;2.6260;2.6260;2.6260;2.7250;2.7250;2.7250;2.7708;2.7708;2.7708;2.8077;2.8077;2.8198;2.8198;2.8198;2.8579;2.8579;2.8579,8,2,"Cu,Ni",3.5495;3.5495;3.5942;3.5942;3.6509;3.6509;3.7209;3.7209
18,,,,,27,Nb,"27.000000,0.474485,0.260881",1|2|2|4,1|1|1|2,4,1,1,Nb,0.3408,2,1,Fe,1.6465;1.6465,2,1,Fe,1.7509;1.7509,4,2,"Cu,Ni",1.8810;1.8810;1.9230;1.9230
18,,,,,28,Nb,"28.000000,0.247900,0.973500",1|2|10|4,1|1|3|1,4,1,1,Co,0.1631,2,1,Co,1.6027;1.6027,10,3,"Fe,Nb,Ni",1.7579;1.7579;1.7801;1.7801;1.8243;1.8243;1.8409;1.8409;1.8757;1.8757,4,1,Fe,2.0525;2.0525;2.1278;2.1278
18,,,,,29,Nb,"29.000000,0.251209,0.519414",1|2|14|10,1|1|5|5,4,1,1,Fe,0.1398,2,1,Ni,1.6361;1.6361,14,5,"Co,Cu,Fe,Nb,Ni",1.7950;1.7950;1.8371;1.8371;1.8554;1.8554;1.9035;1.9035;1.9479;1.9479;1.9529;1.9529;2.0319;2.0319,10,5,"Co,Cu,Fe,Nb,Ni",2.3911;2.3911;2.4581;2.4581;2.4951;2.4951;2.5260;2.5260;2.6069;2.6069
18,,,,,30,Nb,"30.000000,0.744722,0.972250",1|4|8|2,1|1|3|1,4,1,1,Ni,0.1728,4,1,Co,1.5962;1.5962;1.6925;1.6925,8,3,"Fe,Nb,Ni",1.7965;1.7965;1.8449;1.8449;1.8748;1.8748;1.9364;1.9364,2,1,Cu,2.0589;2.0589
18,,,,,31,Nb,"31.000000,0.765327,0.277774",1|4|6|4,1|1|3|2,4,1,1,Cu,0.2437,4,1,Cu,1.6849;1.6849;1.7456;1.7456,6,3,"Co,Cu,Nb",1.8670;1.8670;1.8758;1.8758;1.8994;1.8994,4,2,"Nb,Ni",2.1275;2.1275;2.1509;2.1509
19,,,,,0,Ti,"0.000000,0.984100,0.242977",1|8|6|2,1|3|2|1,4,1,1,Mn,0.1572,8,3,"Fe,Mn,Ni",1.6796;1.6796;1.6986;1.6986;1.7184;1.7184;1.7610;1.7610,6,2,"Co,Ti",1.8880;1.8880;1.8902;1.8902;1.9179;1.9179,2,1,Mn,2.0890;2.0890
19,,,,,1,Ti,"1.000000,0.498557,0.272524",1|1|12|2,1|1|4|1,4,1,1,Mn,0.2163,1,1,Fe,0.9537,12,4,"Co,Fe,Ni,Ti",1.6787;1.6787;1.7502;1.7502;1.7516;1.7516;1.7560;1.7560;1.7864;1.7864;1.7877;1.7877,2,1,Mn,2.0641;2.0641
19,,,,,2,Ti,"2.000000,0.750104,0.981226",1|6|2|4,1|2|1|2,4,1,1,Co,0.1117,6,2,"Mn,Ni",1.6779;1.6779;1.6856;1.6856;1.7157;1.7157,2,1,Co,1.8482;1.8482,4,2,"Ni,Ti",1.9646;1.9646;2.0134;2.0134
19,,,,,3,Ti,"3.000000,0.253129,0.251313",1|18|19|4,1|5|4|2,4,1,1,Co,0.0316,18,5,"Co,Fe,Mn,Ni,Ti",1.7560;1.7560;1.7746;1.7746;1.8470;1.8470;1.8631;1.8631;1.8686;1.8686;1.8692;1.8692;1.8695;1.8695;1.9179;1.9179;2.0163;2.0163,19,4,"Co,Fe,Mn,Ni",2.4327;2.4327;2.5261;2.5261;2.5261;2.5987;2.5987;2.5987;2.6060;2.6060;2.6094;2.6094;2.6094;2.6630;2.6630;2.6630;2.7382;2.7382;2.7382,4,2,"Fe,Ni",3.5027;3.5027;3.5293;3.5293
19,,,,,4,Ti,"4.000000,0.240764,0.749646",1|4|12|5,1|2|4|2,4,1,1,Fe,0.0629,4,2,"Co,Ni",1.6796;1.6796;1.6881;1.6881,12,4,"Co,Fe,Mn,Ni",1.8178;1.8178;1.8511;1.8511;1.8514;1.8514;1.8605;1.8605;1.8767;1.8767;1.9001;1.9001,5,2,"Co,Mn",2.4393;2.4393;2.4393;2.4435;2.4435
19,,,,,5,Ti,"5.000000,0.763940,0.718322",1|2|6|6,1|1|2|3,4,1,1,Ni,0.2704,2,1,Fe,1.5528;1.5528,6,2,"Co,Ni",1.6571;1.6571;1.7240;1.7240;1.7362;1.7362,6,3,"Mn,Ni,Ti",1.8836;1.8836;1.9280;1.9280;1.9646;1.9646
19,,,,,6,Mn,"6.000000,0.994025,0.522674",1|12|4|2,1|4|2|1,4,1,1,Fe,0.3475,12,4,"Co,Fe,Mn,Ni",1.6501;1.6501;1.6846;1.6846;1.7124;1.7124;1.7342;1.7342;1.7551;1.7551;1.8198;1.8198,4,2,"Mn,Ti",2.0220;2.0220;2.0890;2.0890,2,1,Ti,2.1935;2.1935
19,,,,,7,Mn,"7.000000,0.983899,0.015411",1|8|8|3,1|3|2|1,4,1,1,Co,0.2574,8,3,"Co,Mn,Ti",1.6787;1.6787;1.6856;1.6856;1.6986;1.6986;1.7715;1.7715,8,2,"Co,Ni",1.8980;1.8980;1.9292;1.9292;1.9728;1.9728;1.9996;1.9996,3,1,Ni,2.4278;2.4278;2.4278
19,,,,,8,Mn,"8.000000,0.515103,0.996405",4|10|2|24,2|3|1|4,4,4,2,"Co,Ti",1.6678;1.6678;1.6779;1.6779,10,3,"Co,Mn,Ni",1.8152;1.8152;1.8579;1.8579;1.8807;1.8807;1.8897;1.8897;1.9262;1.9262,2,1,Ti,2.0641;2.0641,24,4,"Co,Fe,Ni,Ti",2.4689;2.4689;2.4689;2.5271;2.5271;2.5271;2.6104;2.6104;2.6104;2.6314;2.6314;2.6314;2.6630;2.6630;2.6630;2.6757;2.6757;2.6757;2.6879;2.6879;2.6879;2.7274;2.7274;2.7274
19,,,,,9,Mn,"9.000000,0.515392,0.248375",1|1|4|10,1|1|2|5,4,1,1,Ti,0.2163,1,1,Fe,1.1468,4,2,"Fe,Ni",1.6389;1.6389;1.6609;1.6609,10,5,"Co,Fe,Mn,Ni,Ti",1.8637;1.8637;1.8686;1.8686;1.8807;1.8807;1.8980;1.8980;1.9332;1.9332
19,,,,,10,Mn,"10.000000,0.495857,0.753934",1|14|25|6,1|4|5|3,4,1,1,Ni,0.1178,14,4,"Fe,Mn,Ni,Ti",1.7576;1.7576;1.7988;1.7988;1.8152;1.8152;1.8178;1.8178;1.8433;1.8433;1.9146;1.9146;1.9280;1.9280,25,5,"Co,Fe,Mn,Ni,Ti",2.4839;2.4839;2.5353;2.5353;2.5353;2.5413;2.5413;2.5413;2.5568;2.5568;2.5568;2.5805;2.5805;2.5805;2.6292;2.6292;2.6292;2.6327;2.6327;2.6327;2.6423;2.6423;2.6477;2.6477;2.6477,6,3,"Co,Ni,Ti",3.4970;3.4970;3.5058;3.5058;3.5933;3.5933
19,,,,,11,Mn,"11.000000,0.004052,0.251932",1|16|24|4,1|5|5|2,4,1,1,Ti,0.1572,16,5,"Co,Fe,Mn,Ni,Ti",1.6863;1.6863;1.7452;1.7452;1.7715;1.7715;1.7746;1.7746;1.8208;1.8208;1.8541;1.8541;1.9491;1.9491;2.0220;2.0220,24,5,"Co,Fe,Mn,Ni,Ti",2.4880;2.4880;2.4880;2.5538;2.5538;2.5538;2.5627;2.5627;2.5627;2.5689;2.5689;2.5689;2.5739;2.5739;2.5739;2.5810;2.5810;2.5810;2.6370;2.6370;2.6370;2.7145;2.7145;2.7145,4,2,"Mn,Ti",3.4817;3.4817;3.5268;3.5268
19,,,,,12,Mn,"12.000000,0.248542,0.501747",1|18|23|4,1|5|4|2,4,1,1,Fe,0.0874,18,5,"Co,Fe,Mn,Ni,Ti",1.7288;1.7288;1.7638;1.7638;1.7937;1.7937;1.8198;1.8198;1.8511;1.8511;1.8692;1.8692;1.8695;1.8695;1.8737;1.8737;1.8806;1.8806,23,4,"Co,Mn,Ni,Ti",2.4678;2.4678;2.5219;2.5219;2.5219;2.5321;2.5321;2.5321;2.5463;2.5463;2.5463;2.5538;2.5538;2.5538;2.5805;2.5805;2.5805;2.6794;2.6794;2.6794;2.7005;2.7005;2.7005,4,2,"Co,Fe",3.4612;3.4612;3.5577;3.5577
19,,,,,13,Fe,"13.000000,0.489140,9.400000",2|1|1|16,2|1|1|5,4,2,2,"Fe,Ni",0.7289;0.8027,1,1,Ti,0.9537,1,1,Mn,1.1468,16,5,"Co,Fe,Mn,Ni,Ti",1.8737;1.8737;1.9496;1.9496;1.9900;1.9900;2.0163;2.0163;2.0472;2.0472;2.0639;2.0639;2.1177;2.1177;2.1551;2.1551
19,,,,,14,Fe,"14.000000,0.007235,0.477837",1|12|4|11,1|4|2|4,4,1,1,Mn,0.3475,12,4,"Co,Fe,Mn,Ti",1.6414;1.6414;1.6863;1.6863;1.7288;1.7288;1.7578;1.7578;1.7610;1.7610;1.8434;1.8434,4,2,"Co,Ni",2.0178;2.0178;2.0452;2.0452,11,4,"Co,Fe,Ni,Ti",2.4195;2.4195;2.4327;2.4327;2.4394;2.4394;2.4932;2.4932;2.4932;2.5052;2.5052
19,,,,,15,Fe,"15.000000,0.496078,0.497422",1|1|16|22,1|1|5|4,4,1,1,Ni,0.0775,1,1,Fe,0.7289,16,5,"Co,Fe,Mn,Ni,Ti",1.6787;1.6787;1.7638;1.7638;1.8016;1.8016;1.8036;1.8036;1.8506;1.8506;1.8637;1.8637;1.9029;1.9029;1.9146;1.9146,22,4,"Co,Fe,Ni,Ti",2.4558;2.4558;2.5241;2.5241;2.5261;2.5261;2.5261;2.5547;2.5547;2.5547;2.5703;2.5703;2.5703;2.5882;2.5882;2.5882;2.6142;2.6142;2.6142;2.6156;2.6156;2.6156
19,,,,,16,Fe,"16.000000,0.236352,0.500432",1|4|14|23,1|2|4|4,4,1,1,Mn,0.0874,4,2,"Fe,Mn",1.6414;1.6414;1.7342;1.7342,14,4,"Co,Fe,Ni,Ti",1.8506;1.8506;1.8605;1.8605;1.8631;1.8631;1.8728;1.8728;1.8808;1.8808;1.8814;1.8814;1.9496;1.9496,23,4,"Co,Mn,Ni,Ti",2.4805;2.4805;2.4805;2.4880;2.4880;2.4880;2.4954;2.4954;2.4954;2.5245;2.5245;2.5912;2.5912;2.5912;2.6333;2.6333;2.6333;2.6477;2.6477;2.6477;2.7348;2.7348;2.7348
19,,,,,17,Fe,"17.000000,0.762807,0.510288",1|4|12|2,1|2|2|1,4,1,1,Co,0.1399,4,2,"Mn,Ti",1.5528;1.5528;1.6501;1.6501,12,2,"Fe,Ni",1.7578;1.7578;1.8022;1.8022;1.8073;1.8073;1.8709;1.8709;1.9029;1.9029;1.9384;1.9384,2,1,Fe,2.1177;2.1177
19,,,,,18,Fe,"18.000000,0.249181,0.752178",1|16|20|2,1|4|4|1,4,1,1,Ti,0.0629,16,4,"Co,Fe,Mn,Ni",1.7395;1.7395;1.7483;1.7483;1.7576;1.7576;1.7925;1.7925;1.8565;1.8565;1.8692;1.8692;1.8790;1.8790;1.8814;1.8814,20,4,"Co,Fe,Mn,Ni",2.4665;2.4665;2.4665;2.4999;2.4999;2.5568;2.5568;2.5568;2.5882;2.5882;2.5882;2.6314;2.6314;2.6314;2.6789;2.6789;2.6789;2.7240;2.7240;2.7240,2,1,Fe,3.1333;3.1333
19,,,,,19,Fe,"19.000000,0.744388,0.268816",1|12|6|16,1|4|3|3,4,1,1,Ni,0.1363,12,4,"Co,Fe,Mn,Ti",1.6389;1.6389;1.7019;1.7019;1.7184;1.7184;1.7516;1.7516;1.8073;1.8073;1.8541;1.8541,6,3,"Co,Fe,Ti",2.0353;2.0353;2.0639;2.0639;2.1469;2.1469,16,3,"Fe,Mn,Ni",2.4394;2.4394;2.4558;2.4558;2.4852;2.4852;2.4852;2.5453;2.5453;2.5453;2.6010;2.6010;2.6010;2.6104;2.6104;2.6104
19,,,,,20,Ni,"20.000000,0.500237,0.507004",1|1|16|23,1|1|5|4,4,1,1,Fe,0.0775,1,1,Fe,0.8027,16,5,"Co,Fe,Mn,Ni,Ti",1.7298;1.7298;1.7502;1.7502;1.7755;1.7755;1.7937;1.7937;1.8433;1.8433;1.8709;1.8709;1.8808;1.8808;1.9332;1.9332,23,4,"Co,Fe,Ni,Ti",2.4551;2.4551;2.4852;2.4852;2.4852;2.5420;2.5420;2.5420;2.5568;2.5568;2.5568;2.5858;2.5858;2.5858;2.5987;2.5987;2.5987;2.6017;2.6017;2.6017;2.6271;2.6271;2.6271
19,,,,,21,Ni,"21.000000,0.005032,0.751841",1|12|4|23,1|5|2|5,4,1,1,Co,0.0288,12,5,"Co,Fe,Mn,Ni,Ti",1.6796;1.6796;1.7124;1.7124;1.7362;1.7362;1.7395;1.7395;1.7842;1.7842;1.8290;1.8290,4,2,"Fe,Mn",1.9728;1.9728;2.0452;2.0452,23,5,"Co,Fe,Mn,Ni,Ti",2.4939;2.4939;2.4954;2.4954;2.4954;2.4979;2.4979;2.4979;2.5463;2.5463;2.5463;2.5516;2.5516;2.5516;2.5762;2.5762;2.5762;2.5898;2.5898;2.5898;2.6378;2.6378;2.6378
19,,,,,22,Ni,"22.000000,0.500396,0.738750",1|14|25|6,1|4|5|3,4,1,1,Mn,0.1178,14,4,"Fe,Mn,Ni,Ti",1.7298;1.7298;1.7691;1.7691;1.7925;1.7925;1.8016;1.8016;1.8514;1.8514;1.8836;1.8836;1.9262;1.9262,25,5,"Co,Fe,Mn,Ni,Ti",2.5219;2.5219;2.5219;2.5283;2.5283;2.5286;2.5286;2.5286;2.5298;2.5298;2.5400;2.5400;2.5400;2.5912;2.5912;2.5912;2.6163;2.6163;2.6163;2.6410;2.6410;2.6410;2.6462;2.6462;2.6462,6,3,"Co,Ni,Ti",3.4800;3.4800;3.5305;3.5305;3.5384;3.5384
